ID,original_language,good_diacritic,good_sentence_raw,good_sentence,good_translation,good_source,good_page,good_num,bad_diacritic,bad_sentence_raw,bad_sentence,bad_translation,bad_source,bad_page,bad_num,phenomenon,paradigm
778,zsm,g,Siapa yang Ali tidak fikir Fatimah suka?,Siapa yang Ali tidak fikir Fatimah suka?,Who does Ali not think that Fatimah likes?,Cole & Hermon 1998,228,11a,?,Ali tidak fikir Fatimah suka siapa?,Ali tidak fikir Fatimah suka siapa?,Who does Ali not think that Fatimah likes?,Cole & Hermon 1998,229,17,Island effects,negative island
333,zsm,g,Buku itu telah awak baca.,Buku itu telah awak baca.,The book has been read by you.,Yeoh 1979,85,157'c,*,Buku itu awak telah baca.,Buku itu awak telah baca.,The book has been read by you.,Yeoh 1979,85,157'e,Argument Structure,passive
334,zsm,g,Awak telah membaca buku itu.,Awak telah membaca buku itu.,You have read the book.,Yeoh 1979,85,157'a,*,Awak telah baca buku itu.,Awak telah baca buku itu.,You have read the book.,Yeoh 1979,85,157'd,Morphology,voice
852,ind,g,TimTim dikirimi oleh Helen Clark tentara yang kuat.,Timor Leste dihantari oleh Helen Clark tentera yang kuat.,East Timor was sent by Helen Clark a strong troop.,Sukarno 2003,32,29b,*,Tentara yang kuat dikirimi oleh Helen Clark ke TimTim.,Tentera yang kuat dihantari oleh Helen Clark ke Timor Leste.,A strong troop was sent by Helen Clark to East Timor.,Sukarno 2003,33,31a,Argument Structure,applicative
866,ind,g,Sebutir kelapa jatuh di atas atap rumah.,Sebiji kelapa jatuh di atas bumbung rumah.,A coconut fell on the roof.,Sukarno 2003,35,35a,*,Sebutir kelapa menjatuhi di atas atap rumah.,Sebiji kelapa menjatuhi ke atas bumbung rumah.,?A coconut fell the roof.,Sukarno 2003,35,35b,Argument Structure,transitivity
356,zsm,g,Engkau mahu surat itu kautandatangani.,Engkau mahu surat itu kautandatangani.,You wanted the letter to be signed by you.,Yeoh 1979,95,169a',*,Engkau mahu surat itu tandatangani.,Engkau mahu surat itu tandatangani.,You wanted the letter signed.,Yeoh 1979,95,169b',Argument Structure,passive
872,ind,g,Saya menembakkan peluru karet ke arah sheriff itu tiga kali.,Saya menembakkan peluru getah ke arah syerif itu tiga kali.,I shot (off/with) rubber bullets at the sheriff three times.,Sukarno 2003,40,41b,*,Saya menembakkan ke arah sheriff itu tiga kali.,Saya menembakkan ke arah syerif itu tiga kali.,I shot (with) (pro) at the sheriff three times.,Sukarno 2003,40,41b',Ellipsis,nominal ellipsis
1899,ind,g,Siapa yang adik baca bukunya?,Siapa yang adik baca bukunya?,Who is it that little brother is reading (her) book?,Jeoung 2018,126,33,*,Siapa yang adik membaca bukunya?,Siapa yang adik membaca bukunya?,Who is it that little brother is reading (her) book?,Jeoung 2018,126,33,Morphology,voice
876,ind,g,Terry menyapu bersih lantai itu.,Terry menyapu bersih lantai itu.,Terry broomed clean the floor.,Sukarno 2003,56,17e,*,Terry menyapu lanlai itu bersih.,Terry menyapu lantai itu bersih.,Terry broomed that floor clean.,Sukarno 2003,56,17e',Misc./Unknown,verbal structure
1901,ind,g,Di sekolahnya Dodi aku mau rapat.,Di sekolah Dodi aku ingin mesyuarat.,At Dodi’s school I want to meet.,Jeoung 2018,129,41,*,Di sekolahnya Dodi yang aku mau rapat.,Di sekolah Dodi yang aku ingin mesyuarat.,At Dodi’s school I want to meet.,Jeoung 2018,129,41,Filler-gap,cleft
1903,ind,g,Siapa yang bukunya dibaca oleh adik?,Siapa yang bukunya dibaca oleh adik?,Who is it that (her) book was read by little brother?,Jeoung 2018,138,64,*,Siapa yang buku dibaca oleh adik?,Siapa yang buku dibaca oleh adik?,Who is it that (her) book was read by little brother?,Jeoung 2018,138,64,Filler-gap,resumptive pronoun
886,ind,g,Terry menyapu lantai.,Terry menyapu lantai.,Terry broomed the floor.,Sukarno 2003,58,20b,*,Terry menyapukan lantai.,Terry menyapukan lantai.,Terry broomed the floor on/against something.,Sukarno 2003,58,20b',Argument Structure,internal argument
2315,ind,g,Saya belum mulai bercerita tentang orang tua saya.,Saya belum mula bercerita tentang ibu bapa saya.,I did not yet begin to tell about my parents.,Jeoung 2020b,e161,20a,*,Saya mulai belum bercerita tentang orang tua saya.,Saya mula belum bercerita tentang ibu bapa saya.,I did not yet begin to tell about my parents.,Jeoung 2020b,e161,20b,Misc./Unknown,verbal structure
389,zsm,g,John mengambil buku dari para.,John mengambil buku dari para.,John took the book from shelves.,Ramli 1987,15,1d,*,John mengambil dari para buku itu.,John mengambil dari para buku itu.,John took from the shelves the book.,Ramli 1987,16,2e,Argument Structure,scrambling
390,zsm,g,John memberi sepuluh ringgit kepada dana itu.,John memberi sepuluh ringgit kepada dana itu.,John gave ten dollars to the fund.,Ramli 1987,15,1e,*,John memberi kepada dana itu sepuluh ringgit.,John memberi kepada dana itu sepuluh ringgit.,John gave to the fund ten dollars.,Ramli 1987,16,2f,Argument Structure,scrambling
904,ind,g,Anak-anak mencairkan saljunya.,Kanak-kanak mencairkan saljinya.,The children melt the snow.,Sukarno 2003,85,60b,*,Panas matahari mencairkan saljunya.,Panas matahari mencairkan saljinya.,The heat of the sun melts the snow.,Sukarno 2003,86,61b,Argument Structure,animacy
906,ind,g,John akan memanjangkan jenggotnya.,John akan memanjangkan janggutnya.,John is going to let his beard grow long.,Sukarno 2003,85,60c,*,Kemalasan untuk cukur memanjangkan jenggotnya.,Kemalasan untuk cukur memanjangkan janggutnya.,His laziness to have a haircut lengthens his beard.,Sukarno 2003,86,61c,Argument Structure,animacy
401,zsm,g,Ali mungkin telah terlalu letih untuk belajar.,Ali mungkin telah terlalu letih untuk belajar.,Ali probably has been too tired to study.,Ramli 1987,32,25b,*,Ali telah mungkin terlalu letih untuk belajar.,Ali telah mungkin terlalu letih untuk belajar.,Ali had probably been too tired to study.,Ramli 1987,32,25d,Misc./Unknown,verbal structure
403,zsm,g,Saya mahu supaya Ahmad pergi.,Saya mahu supaya Ahmad pergi.,I want for Ahmad to go.,Ramli 1987,37,34a,*,Saya mahu supaya Ahmad akan pergi.,Saya mahu supaya Ahmad akan pergi.,*I want for Ahmad will go.,Ramli 1987,37,34b,Control/Raising,complementation
917,ind,g,John membuat saya jengkel.,John membuat saya jengkel.,John makes/causes me (to become) annoyed.,Sukarno 2003,91,76a,*,John membuatkan saya jengkel.,John membuatkan saya jengkel.,John makes/causes ms (to become) annoyed.,Sukarno 2003,91,76a',Morphology,causativization
1430,ind,g,Kamu mencemburui Bill karena siapa berbicara dengan Tom?,Awak mencemburui Bill kerana siapa bercakap dengan Tom?,Who did you get jealous of Bill because spoke with Tom?,Saddy 1991,196,42,*,Kamu mencemburui Bill karena siapa yang berbicara dengan Tom?,Awak mencemburui Bill kerana siapa yang bercakap dengan Tom?,Who did you get jealous of Bill because spoke with Tom?,Saddy 1991,196,43,Island effects,adjunct island
918,ind,g,Kelakuannya membuat saya jengkel.,Kelakuannya membuat saya jengkel.,His behaviour makes/causes me (to become) annoyed.,Sukarno 2003,91,76b,*,Kelakuannya membuatkan saya jengkel.,Kelakuannya membuatkan saya jengkel.,His behavior makes/causes me (to become) annoyed.,Sukarno 2003,91,76b',Morphology,causativization
1942,ind,g,Adit adalah bukan gurunya Udin.,Adit adalah bukan guru Udin.,Adit is not Udin's teacher.,constructed,nan,nan,*,Adit bukan adalah gurunya Udin.,Adit bukan adalah guru Udin.,Adit is not Udin's teacher.,Besier 2021,25,18,Misc./Unknown,negation
410,zsm,g,Ali berharap bahawa John akan pergi.,Ali berharap bahawa John akan pergi.,Ali hopes that John will go.,Ramli 1987,40,43a,*,Ali berharap bahawa John pergi.,Ali berharap bahawa John pergi.,Ali hopes that John will go.,Ramli 1987,41,43b,Control/Raising,complementation
925,ind,g,Ibu sedih.,Ibu sedih.,Mother is/was sad.,Sukarno 2003,93,81,*,Ibu menyedih.,Ibu menyedih.,Mother is/was becoming sad.,Sukarno 2003,95,84b,Argument Structure,aspect
929,ind,g,Tina membujuk John untuk menyenangi Maria.,Tina memujuk John untuk menyenangi Maria.,Tina persuades John to like Maria.,Sukarno 2003,100,92b,*,Tina membujuk John untuk menyenangkan Maria.,Tina memujuk John untuk menyenangkan Maria.,Tina persuades John to please Maria.,Sukarno 2003,99,91b,Argument Structure,animacy
420,zsm,g,Saya beli sebuah buku supaya awak baca.,Saya beli sebuah buku supaya awak baca.,I bought a book for you to read.,Ramli 1987,49,60c,*,Saya beli sebuah buku awak baca.,Saya beli sebuah buku awak baca.,I bought a book for you to read.,Ramli 1987,49,62b,Control/Raising,object control
421,zsm,g,Saya beli sebuah buku supaya awak baca.,Saya beli sebuah buku supaya awak baca.,I bought a book for you to read.,Ramli 1987,49,60c,*,Saya beli sebuah buku supaya awak akan baca.,Saya beli sebuah buku supaya awak akan baca.,*I bought a book for you will read.,Ramli 1987,51,64c,Control/Raising,object control
696,ind,g,Kami mengusulkan supaya dibangun gudang untuk penyimpanan.,Kami mencadangkan supaya dibina gudang untuk penyimpanan.,We propose that a warehouse be built for storage.,Tiwuk 2017,36,41,??,Kami mengusulkan supaya dibangunnya gudang untuk penyimpanan.,Kami mencadangkan supaya dibinanya gudang untuk penyimpanan.,We propose that a warehouse be built for storage by him.,Tiwuk 2017,37,42,Argument Structure,passive
947,ind,g,Adik baru terbangun dari tidurnya.,Adik baru terbangun dari tidurnya.,Little brother/sister was just woken (up) from his/her sleep.,Sukarno 2003,110,100b,*,Adik sudah terbangun dari tidurnya.,Adik sudah terbangun dari tidurnya.,Little brother/sister has been woken (up) from his/her sleep.,Sukarno 2003,110,100b',Argument Structure,aspect
948,ind,g,John baru jatuh ke parit.,John baru jatuh ke dalam parit.,John has fallen into the gutter.,Sukarno 2003,110,101b,*,John sudah jatuh ke parit.,John sudah jatuh ke dalam parit.,John has fallen into the gutter.,Sukarno 2003,110,101b,Argument Structure,aspect
438,zsm,g,Mengenai apakah awak bercakap dengan Mary?,Mengenai apakah awak bercakap dengan Mary?,About what did you talk with Mary?,Ramli 1987,82,32f,*,Apakah awak bercakap dengan Mary mengenai?,Apakah awak bercakap dengan Mary mengenai?,What did you talk with Mary about?,Ramli 1987,82,33b,Filler-gap,wh- question
446,zsm,g,Guru menunjukkan eksperimen sains itu.,Guru menunjukkan eksperimen sains itu.,The teacher demonstrated the science experiment.,Ramli 1987,94,56c,*,Guru menunjuk eksperimen sains itu.,Guru menunjuk eksperimen sains itu.,The teacher demonstrated the science experiment.,Ramli 1987,94,56b,Argument Structure,transitivity
700,ind,g,Hiroshima tiramnya enak.,Hiroshima tiramnya sedap.,"As for Hiroshima, its oysters are delicious.",constructed,nan,nan,*,Tiram Hiroshimanya enak.,Tiram Hiroshimanya sedap.,"As for Hiroshima, its oysters are delicious.",Tiwuk 2017,114,114,Filler-gap,topicalization
2287,zsm,g,Budak kecil itu tidak mahu makan langsung.,Budak kecil itu tidak mahu makan langsung.,The little boy does not want to eat at all.,Zoraida 2006,74,13c,*,Budak kecil itu langsung mahu makan.,Budak kecil itu langsung mahu makan.,The little boy wants to eat at all.,Zoraida 2006,74,13e,NPI Licensing,NPI
462,zsm,g,John melempar batu itu terus ke luar.,John melempar batu itu terus ke luar.,John threw the stone right out.,Ramli 1987,108,85a,*,John melempar ke luar batu itu terus.,John melempar ke luar batu itu terus.,John threw out the stone right.,Ramli 1987,108,85b,Argument Structure,scrambling
985,ind,g,Ayah membangun sebuah kandang ayam dalam waktu sepuluh tahun.,Ayah membina sebuah reban ayam dalam waktu sepuluh tahun.,Father built a chicken shed in ten years.,Sukarno 2003,135,143b,*,Ayah membangun sebuah kandang ayam selama sepuluh tahun.,Ayah membina sebuah reban ayam selama sepuluh tahun.,Father built a chicken shed for ten years.,Sukarno 2003,135,143a,Argument Structure,aspect
2289,zsm,g,Dia tidak kecil hati sama sekali.,Dia tidak kecil hati sama sekali.,He was not discouraged at all.,Zoraida 2006,76,18a,*,Dia kecil hati sama sekali.,Dia kecil hati sama sekali.,He was discouraged at all.,Zoraida 2006,76,18c,NPI Licensing,NPI
2231,zsm,g,Budak-budak itu bermain dengan tiga biji bola,Budak-budak itu bermain dengan tiga biji bola.,The children played with three balls.,Carson 2000,3,1,*,Budak-budak itu bermain dengan tiga ekor bola,Budak-budak itu bermain dengan tiga ekor bola.,The children played with three balls.,Carson 2000,3,1,Quantifiers,classifier
2232,ind,g,Saya mahu lima ekor kuda.,Saya mahu lima ekor kuda.,I want five horses.,Carson 2000,3,2,*,Saya mahu lima biji kuda.,Saya mahu lima biji kuda.,I want five horses.,Carson 2000,3,2,Quantifiers,classifier
479,zsm,g,Adakah emak menggoreng ikan itu?,Adakah emak menggoreng ikan itu?,Did mother fry the fish?,Ramli 1987 (adapted),122,2b,*,Menggorengkah emak ikan itu?,Menggorengkah emak ikan itu?,Did mother fry the fish?,Ramli 1987,122,2d,Misc./Unknown,focus
992,ind,g,Ibu membelikan Fatimah sebuah baju.,Ibu membelikan Fatimah sehelai baju.,Mother bought a shirt/dress.,Sukarno 2003,140,149c,*,lbu membelikan sebuah baju Fatimah.,Ibu membelikan sehelai baju Fatimah.,Mother bought a shirt/dress.,Sukarno 2003,140,149b,Argument Structure,applicative
993,ind,g,Ibu membeli untuk Fatimah sebuah baju.,Ibu membeli untuk Fatimah sehelai baju.,Mother bought for Fatimah a dress.,Sukarno 2003,141,151b,*,Ibu membeli Fatimah sebuah baju.,Ibu membeli Fatimah sehelai baju.,Mother bought Fatimah a dress.,Sukarno 2003,141,151b,Argument Structure,transitivity
484,zsm,g,Aminah memandu kereta dengan perlahan.,Aminah memandu kereta dengan perlahan.,Aminah drives the car slowly.,Ramli 1987,136,18a,*,Aminah memandu dengan perlahan kereta.,Aminah memandu dengan perlahan kereta.,Aminah drives the car slowly.,Ramli 1987,136,18b,Argument Structure,scrambling
486,zsm,g,Aminah membaca buku di rumah.,Aminah membaca buku di rumah.,Aminah reads a book at home.,Ramli 1987,136,18a,*,Aminah membaca di rumah buku.,Aminah membaca di rumah buku.,Aminah reads a book at home.,Ramli 1987,136,18b,Argument Structure,scrambling
1005,ind,g,Ibu membeli untuk Fatimah sebuah baju.,Ibu membeli untuk Fatimah sehelai baju.,Mother bought Fatimah a dress.,Sukarno 2003,148,161a,*,Ibu membeli Fatimah sebuah baju.,Ibu membeli Fatimah sehelai baju.,Mother bought Fatimah a dress.,Sukarno 2003,148,161a,Argument Structure,internal argument
2235,zsm,g,Tiga baldi air hujan itu kotor.,Tiga baldi air hujan itu kotor.,The three buckets of rainwater are dirty.,constructed,13,23,*,Tiga air hujan itu kotor.,Tiga air hujan itu kotor.,The three rainwaters are dirty.,Carson 2000 (adapted),13,24,Nominal Structure,measure phrase
1117,ind,g,Berita itu menyedihkan ibu.,Berita itu menyedihkan ibu.,The news saddened mother.,Sukarno 2003,290,70a,*,Ibu disedihkan oleh berita itu.,Ibu disedihkan oleh berita itu.,Mother was saddened by the news.,Sukarno 2003,291,72a,Argument Structure,animacy
2237,ind,g,Budak-budak perempuan itu sedang bermain.,Budak-budak perempuan itu sedang bermain.,The girls are playing.,Carson 2000,36,35,*,Budak perempuan-perempuan itu sedang bermain.,Budak perempuan-perempuan itu sedang bermain.,The girls are playing.,Carson 2000,36,38,Morphology,inflection
1529,ind,g,Wim menuang air itu.,Wim menuang air itu.,Wim poured the water.,Son & Cole 2008,152,58a,*,Wim menuangkan air itu.,Wim menuangkan air itu.,Wim poured the water.,Son & Cole 2008,152,58a,Argument Structure,transitivity
1530,ind,g,Dia bukan guru.,Dia bukan guru.,She isn't a teacher.,Kroeger 2014,138,1d,*,Dia tidak guru.,Dia tidak guru.,She isn't a teacher.,Kroeger 2014,138,1d,Misc./Unknown,negation
1021,ind,g,Ibu mengirimi Sandy sepucuk surat.,Ibu mengirimi Sandy sepucuk surat.,Mother sent Sandy a letter.,Sukarno 2003,181,18a,*,Ibu mengirimkan Sandy sepucuk surat.,Ibu mengirimkan Sandy sepucuk surat.,Mother sent Sandy a letter.,Sukarno 2003,181,18b,Argument Structure,internal argument
